timestamp,hourly_queue_count,facility_model,facility_name,is_override,no_show_rate,tickets_whatsapp,tickets_web,tickets_sms,tickets_ussd,avg_service_time_desk_1,avg_service_time_desk_2,avg_service_time_desk_3
2026-04-02 11:00:00,11,Continuous_24_7,Central Emergency Clinic,False,9.66,7,3,1,0,9.2,17.77,23.93
2026-04-02 12:00:00,9,Continuous_24_7,Central Emergency Clinic,False,12.55,4,3,1,1,14.18,12.36,20.39
2026-04-02 13:00:00,8,Continuous_24_7,Central Emergency Clinic,False,5.43,4,1,2,1,9.41,11.71,16.45
2026-04-02 14:00:00,8,Continuous_24_7,Central Emergency Clinic,False,8.28,3,3,0,2,11.67,18.45,26.01
2026-04-02 15:00:00,9,Continuous_24_7,Central Emergency Clinic,False,8.11,3,5,1,0,12.16,14.86,21.22
2026-04-02 16:00:00,6,Continuous_24_7,Central Emergency Clinic,False,6.57,5,0,1,0,12.57,13.9,19.88
2026-04-02 17:00:00,16,Continuous_24_7,Central Emergency Clinic,False,5.76,6,6,3,1,11.63,13.39,22.57
2026-04-02 18:00:00,14,Continuous_24_7,Central Emergency Clinic,False,4.01,2,7,4,1,14.31,15.26,27.89
2026-04-02 19:00:00,12,Continuous_24_7,Central Emergency Clinic,False,5.5,6,2,2,2,9.76,13.96,22.43
2026-04-02 20:00:00,9,Continuous_24_7,Central Emergency Clinic,False,11.78,4,2,3,0,11.49,17.35,25.51
2026-04-02 21:00:00,9,Continuous_24_7,Central Emergency Clinic,False,11.63,4,2,2,1,11.9,18.12,16.57
2026-04-02 22:00:00,9,Continuous_24_7,Central Emergency Clinic,False,6.64,2,4,1,2,12.17,15.57,20.17
2026-04-02 23:00:00,6,Continuous_24_7,Central Emergency Clinic,False,9.08,3,0,2,1,14.23,12.04,21.51
2026-04-03 00:00:00,8,Continuous_24_7,Central Emergency Clinic,False,7.68,4,1,2,1,11.05,11.08,23.29
2026-04-03 01:00:00,12,Continuous_24_7,Central Emergency Clinic,False,11.63,3,4,2,3,13.09,14.22,20.51
2026-04-03 02:00:00,14,Continuous_24_7,Central Emergency Clinic,False,13.24,6,3,3,2,12.18,13.38,19.38
2026-04-03 03:00:00,10,Continuous_24_7,Central Emergency Clinic,False,12.54,3,7,0,0,10.97,12.58,25.1
2026-04-03 04:00:00,12,Continuous_24_7,Central Emergency Clinic,False,5.91,7,4,1,0,13.71,13.65,18.85
2026-04-03 05:00:00,17,Continuous_24_7,Central Emergency Clinic,False,8.93,7,7,1,2,11.87,14.1,23.1
2026-04-03 06:00:00,8,Continuous_24_7,Central Emergency Clinic,False,12.99,4,2,1,1,12.96,12.82,17.52
2026-04-03 07:00:00,17,Continuous_24_7,Central Emergency Clinic,False,11.57,4,5,6,2,11.56,14.04,20.92
2026-04-03 08:00:00,15,Continuous_24_7,Central Emergency Clinic,False,5.37,7,5,2,1,13.34,13.39,28.02
2026-04-03 09:00:00,13,Continuous_24_7,Central Emergency Clinic,False,9.89,3,3,4,3,9.94,13.4,24.33
2026-04-03 10:00:00,13,Continuous_24_7,Central Emergency Clinic,False,6.32,9,2,0,2,10.92,14.32,18.58
2026-04-03 11:00:00,10,Continuous_24_7,Central Emergency Clinic,False,6.95,2,3,4,1,15.62,15.69,23.37
2026-04-03 12:00:00,11,Continuous_24_7,Central Emergency Clinic,False,4.08,6,1,0,4,12.53,13.36,26.76
2026-04-03 13:00:00,16,Continuous_24_7,Central Emergency Clinic,False,13.42,6,6,1,3,11.8,16.73,19.92
2026-04-03 14:00:00,16,Continuous_24_7,Central Emergency Clinic,False,11.73,7,5,2,2,14.28,14.27,31.06
2026-04-03 15:00:00,9,Continuous_24_7,Central Emergency Clinic,False,4.93,4,3,1,1,11.61,13.68,18.35
2026-04-03 16:00:00,9,Continuous_24_7,Central Emergency Clinic,False,5.53,4,3,1,1,10.26,15.86,29.51
2026-04-03 17:00:00,17,Continuous_24_7,Central Emergency Clinic,False,7.17,4,9,1,3,13.88,13.94,25.76
2026-04-03 18:00:00,12,Continuous_24_7,Central Emergency Clinic,False,6.47,5,3,0,4,11.97,14.64,19.21
2026-04-03 19:00:00,13,Continuous_24_7,Central Emergency Clinic,False,11.77,7,5,0,1,12.65,10.87,27.2
2026-04-03 20:00:00,6,Continuous_24_7,Central Emergency Clinic,False,9.33,5,1,0,0,12.6,13.58,17.4
2026-04-03 21:00:00,9,Continuous_24_7,Central Emergency Clinic,False,9.58,6,3,0,0,11.89,16.53,25.39
2026-04-03 22:00:00,8,Continuous_24_7,Central Emergency Clinic,False,4.02,0,6,2,0,15.95,9.68,22.56
2026-04-03 23:00:00,10,Continuous_24_7,Central Emergency Clinic,False,9.64,3,3,4,0,14.33,12.36,22.9
2026-04-04 00:00:00,11,Continuous_24_7,Central Emergency Clinic,False,9.54,4,3,4,0,10.63,16.98,23.43
2026-04-04 01:00:00,13,Continuous_24_7,Central Emergency Clinic,False,12.38,6,5,0,2,11.48,16.15,21.02
2026-04-04 02:00:00,10,Continuous_24_7,Central Emergency Clinic,False,5.34,2,4,2,2,12.69,15.98,20.13
2026-04-04 03:00:00,6,Continuous_24_7,Central Emergency Clinic,False,9.0,2,1,1,2,13.16,12.64,30.94
2026-04-04 04:00:00,14,Continuous_24_7,Central Emergency Clinic,False,6.46,6,1,4,3,12.44,12.9,22.02
2026-04-04 05:00:00,6,Continuous_24_7,Central Emergency Clinic,False,6.08,3,2,0,1,15.19,12.4,23.81
2026-04-04 06:00:00,13,Continuous_24_7,Central Emergency Clinic,True,12.19,5,5,2,1,11.8,14.04,19.32
2026-04-04 07:00:00,9,Continuous_24_7,Central Emergency Clinic,False,8.59,3,3,1,2,13.6,16.41,25.26
2026-04-04 08:00:00,17,Continuous_24_7,Central Emergency Clinic,False,6.38,4,6,4,3,12.6,15.66,25.06
2026-04-04 09:00:00,6,Continuous_24_7,Central Emergency Clinic,False,12.25,3,1,2,0,13.35,13.14,23.04
2026-04-04 10:00:00,9,Continuous_24_7,Central Emergency Clinic,False,8.63,4,3,1,1,7.82,16.56,27.87
2026-04-04 11:00:00,12,Continuous_24_7,Central Emergency Clinic,False,12.22,3,5,1,3,12.94,14.18,22.84
2026-04-04 12:00:00,10,Continuous_24_7,Central Emergency Clinic,False,5.0,3,3,1,3,11.42,15.19,24.83
2026-04-04 13:00:00,13,Continuous_24_7,Central Emergency Clinic,False,5.05,3,5,2,3,14.37,15.92,28.99
2026-04-04 14:00:00,16,Continuous_24_7,Central Emergency Clinic,False,13.75,10,3,2,1,12.72,13.97,23.86
2026-04-04 15:00:00,17,Continuous_24_7,Central Emergency Clinic,False,11.59,8,6,1,2,14.11,14.09,20.18
2026-04-04 16:00:00,5,Continuous_24_7,Central Emergency Clinic,False,10.86,3,1,0,1,11.81,15.21,22.23
2026-04-04 17:00:00,14,Continuous_24_7,Central Emergency Clinic,False,6.36,7,4,1,2,13.32,15.77,19.46
2026-04-04 18:00:00,14,Continuous_24_7,Central Emergency Clinic,False,8.36,5,6,2,1,12.87,11.6,22.21
2026-04-04 19:00:00,11,Continuous_24_7,Central Emergency Clinic,False,6.39,3,3,4,1,12.97,14.78,27.7
2026-04-04 20:00:00,17,Continuous_24_7,Central Emergency Clinic,False,4.68,7,3,5,2,12.48,15.36,22.91
2026-04-04 21:00:00,16,Continuous_24_7,Central Emergency Clinic,False,11.77,6,6,1,3,12.11,17.89,25.7
2026-04-04 22:00:00,12,Continuous_24_7,Central Emergency Clinic,False,11.49,5,2,2,3,11.29,15.0,26.99
2026-04-04 23:00:00,5,Continuous_24_7,Central Emergency Clinic,False,9.45,2,2,0,1,11.94,14.67,23.62
2026-04-05 00:00:00,7,Continuous_24_7,Central Emergency Clinic,False,5.71,3,2,0,2,12.49,16.05,18.05
2026-04-05 01:00:00,13,Continuous_24_7,Central Emergency Clinic,False,5.2,6,2,3,2,13.8,12.36,24.2
2026-04-05 02:00:00,13,Continuous_24_7,Central Emergency Clinic,False,10.61,5,4,2,2,12.08,14.52,20.32
2026-04-05 03:00:00,8,Continuous_24_7,Central Emergency Clinic,False,10.54,3,3,0,2,11.8,13.41,22.36
2026-04-05 04:00:00,15,Continuous_24_7,Central Emergency Clinic,False,8.62,5,5,0,5,11.16,11.53,26.22
2026-04-05 05:00:00,7,Continuous_24_7,Central Emergency Clinic,False,12.69,3,3,0,1,9.21,12.36,21.21
2026-04-05 06:00:00,14,Continuous_24_7,Central Emergency Clinic,False,8.53,5,5,3,1,12.44,16.59,26.3
2026-04-05 07:00:00,12,Continuous_24_7,Central Emergency Clinic,False,12.53,6,2,3,1,9.53,17.24,19.12
2026-04-05 08:00:00,6,Continuous_24_7,Central Emergency Clinic,False,6.79,2,0,2,2,9.78,16.29,15.87
2026-04-05 09:00:00,16,Continuous_24_7,Central Emergency Clinic,False,7.57,8,5,1,2,11.56,10.75,22.81
2026-04-05 10:00:00,14,Continuous_24_7,Central Emergency Clinic,False,13.08,5,5,1,3,12.49,15.85,23.52
2026-04-05 11:00:00,5,Continuous_24_7,Central Emergency Clinic,False,4.22,2,2,1,0,12.17,13.16,24.13
2026-04-05 12:00:00,12,Continuous_24_7,Central Emergency Clinic,False,13.17,5,6,0,1,10.45,15.52,16.81
2026-04-05 13:00:00,17,Continuous_24_7,Central Emergency Clinic,False,4.2,8,3,3,3,15.82,15.15,20.43
2026-04-05 14:00:00,6,Continuous_24_7,Central Emergency Clinic,False,5.84,3,2,1,0,12.02,13.09,14.15
2026-04-05 15:00:00,14,Continuous_24_7,Central Emergency Clinic,False,7.55,3,5,3,3,11.29,15.26,21.61
2026-04-05 16:00:00,8,Continuous_24_7,Central Emergency Clinic,False,12.18,5,0,2,1,12.4,12.56,21.01
2026-04-05 17:00:00,10,Continuous_24_7,Central Emergency Clinic,False,7.62,3,4,3,0,16.03,15.71,22.23
2026-04-05 18:00:00,14,Continuous_24_7,Central Emergency Clinic,False,8.62,3,5,4,2,10.81,15.4,16.03
2026-04-05 19:00:00,14,Continuous_24_7,Central Emergency Clinic,False,6.13,10,2,1,1,13.07,15.76,16.88
2026-04-05 20:00:00,13,Continuous_24_7,Central Emergency Clinic,False,8.42,4,4,1,4,9.62,13.65,20.72
2026-04-05 21:00:00,7,Continuous_24_7,Central Emergency Clinic,False,10.69,1,5,0,1,10.41,14.3,22.78
2026-04-05 22:00:00,12,Continuous_24_7,Central Emergency Clinic,False,13.77,5,4,1,2,10.65,13.54,16.63
2026-04-05 23:00:00,9,Continuous_24_7,Central Emergency Clinic,False,6.08,1,4,3,1,9.92,14.27,27.18
2026-04-06 00:00:00,6,Continuous_24_7,Central Emergency Clinic,False,4.44,1,1,2,2,11.97,17.67,26.89
2026-04-06 01:00:00,8,Continuous_24_7,Central Emergency Clinic,False,8.39,4,1,2,1,12.53,16.44,23.54
2026-04-06 02:00:00,12,Continuous_24_7,Central Emergency Clinic,False,5.39,3,4,2,3,11.57,10.04,20.43
2026-04-06 03:00:00,13,Continuous_24_7,Central Emergency Clinic,False,8.99,5,3,1,4,10.43,16.4,19.44
2026-04-06 04:00:00,16,Continuous_24_7,Central Emergency Clinic,False,8.76,8,3,2,3,12.55,13.91,28.01
2026-04-06 05:00:00,7,Continuous_24_7,Central Emergency Clinic,False,7.84,2,2,1,2,14.07,13.58,23.53
2026-04-06 06:00:00,12,Continuous_24_7,Central Emergency Clinic,False,11.99,2,6,2,2,11.72,14.96,22.65
2026-04-06 07:00:00,7,Continuous_24_7,Central Emergency Clinic,False,13.75,4,1,1,1,12.6,11.98,19.65
2026-04-06 08:00:00,41,Continuous_24_7,Central Emergency Clinic,False,10.63,17,11,5,8,11.98,13.07,25.44
2026-04-06 09:00:00,35,Continuous_24_7,Central Emergency Clinic,False,8.09,13,14,4,4,15.35,15.55,15.34
2026-04-06 10:00:00,44,Continuous_24_7,Central Emergency Clinic,False,12.84,18,12,7,7,12.28,13.35,28.55
2026-04-06 11:00:00,11,Continuous_24_7,Central Emergency Clinic,False,5.0,6,2,3,0,13.31,14.25,26.45
2026-04-06 12:00:00,12,Continuous_24_7,Central Emergency Clinic,False,11.21,7,3,0,2,12.38,12.87,20.48
2026-04-06 13:00:00,10,Continuous_24_7,Central Emergency Clinic,False,8.55,6,3,1,0,11.89,17.27,22.27
2026-04-06 14:00:00,9,Continuous_24_7,Central Emergency Clinic,False,8.6,5,0,1,3,12.17,14.5,20.66
2026-04-06 15:00:00,9,Continuous_24_7,Central Emergency Clinic,False,12.57,5,1,2,1,9.61,14.96,21.79
2026-04-06 16:00:00,7,Continuous_24_7,Central Emergency Clinic,False,6.76,3,3,1,0,12.39,15.13,22.78
2026-04-06 17:00:00,11,Continuous_24_7,Central Emergency Clinic,False,12.67,2,5,3,1,11.67,16.71,23.37
2026-04-06 18:00:00,17,Continuous_24_7,Central Emergency Clinic,False,5.79,7,3,3,4,12.48,14.86,25.23
2026-04-06 19:00:00,17,Continuous_24_7,Central Emergency Clinic,False,7.23,6,5,3,3,14.74,16.99,19.86
2026-04-06 20:00:00,12,Continuous_24_7,Central Emergency Clinic,False,9.17,3,5,2,2,11.9,11.31,17.71
2026-04-06 21:00:00,9,Continuous_24_7,Central Emergency Clinic,False,11.75,4,3,1,1,11.5,16.44,24.12
2026-04-06 22:00:00,8,Continuous_24_7,Central Emergency Clinic,False,13.03,3,2,0,3,14.05,14.52,25.59
2026-04-06 23:00:00,14,Continuous_24_7,Central Emergency Clinic,True,7.62,5,5,4,0,13.55,13.35,15.74
2026-04-07 00:00:00,6,Continuous_24_7,Central Emergency Clinic,True,5.95,1,4,1,0,10.97,17.63,17.55
2026-04-07 01:00:00,17,Continuous_24_7,Central Emergency Clinic,False,12.32,6,4,4,3,12.99,15.29,19.04
2026-04-07 02:00:00,14,Continuous_24_7,Central Emergency Clinic,False,8.02,4,7,1,2,12.37,14.8,19.4
2026-04-07 03:00:00,9,Continuous_24_7,Central Emergency Clinic,False,13.84,3,3,3,0,13.53,18.12,22.4
2026-04-07 04:00:00,8,Continuous_24_7,Central Emergency Clinic,False,10.83,2,1,1,4,8.12,10.09,27.97
2026-04-07 05:00:00,8,Continuous_24_7,Central Emergency Clinic,False,11.77,5,0,2,1,10.59,12.42,22.18
2026-04-07 06:00:00,6,Continuous_24_7,Central Emergency Clinic,False,5.01,4,1,0,1,10.92,17.43,21.84
2026-04-07 07:00:00,8,Continuous_24_7,Central Emergency Clinic,False,6.66,4,2,2,0,10.83,13.05,26.54
2026-04-07 08:00:00,8,Continuous_24_7,Central Emergency Clinic,False,6.31,5,2,0,1,14.52,13.61,19.6
2026-04-07 09:00:00,11,Continuous_24_7,Central Emergency Clinic,False,9.31,5,3,2,1,9.94,14.96,22.29
2026-04-07 10:00:00,14,Continuous_24_7,Central Emergency Clinic,False,12.67,6,2,3,3,10.16,14.17,19.29
2026-04-07 11:00:00,7,Continuous_24_7,Central Emergency Clinic,True,8.59,2,4,1,0,10.75,11.21,19.99
2026-04-07 12:00:00,12,Continuous_24_7,Central Emergency Clinic,False,12.82,4,5,3,0,11.82,12.05,20.42
2026-04-07 13:00:00,6,Continuous_24_7,Central Emergency Clinic,False,6.45,2,1,2,1,12.94,14.77,22.67
2026-04-07 14:00:00,13,Continuous_24_7,Central Emergency Clinic,False,8.77,12,0,1,0,14.1,15.31,15.69
2026-04-07 15:00:00,10,Continuous_24_7,Central Emergency Clinic,False,12.48,2,6,0,2,15.33,13.61,15.48
2026-04-07 16:00:00,7,Continuous_24_7,Central Emergency Clinic,False,11.08,3,2,1,1,12.4,13.93,23.83
2026-04-07 17:00:00,13,Continuous_24_7,Central Emergency Clinic,False,5.59,6,3,2,2,10.62,14.95,28.3
2026-04-07 18:00:00,12,Continuous_24_7,Central Emergency Clinic,False,13.4,5,6,1,0,12.18,15.83,21.47
2026-04-07 19:00:00,8,Continuous_24_7,Central Emergency Clinic,False,7.72,2,3,3,0,12.02,13.44,20.7
2026-04-07 20:00:00,6,Continuous_24_7,Central Emergency Clinic,False,7.55,3,3,0,0,10.34,16.13,24.69
2026-04-07 21:00:00,13,Continuous_24_7,Central Emergency Clinic,False,12.4,6,4,2,1,12.46,16.71,25.76
2026-04-07 22:00:00,8,Continuous_24_7,Central Emergency Clinic,False,5.09,1,1,4,2,15.81,14.77,13.54
2026-04-07 23:00:00,16,Continuous_24_7,Central Emergency Clinic,False,4.95,9,2,0,5,12.42,14.05,26.64
2026-04-08 00:00:00,17,Continuous_24_7,Central Emergency Clinic,False,6.08,6,5,3,3,10.32,17.14,23.71
2026-04-08 01:00:00,10,Continuous_24_7,Central Emergency Clinic,False,13.74,4,3,2,1,13.45,13.35,26.27
2026-04-08 02:00:00,5,Continuous_24_7,Central Emergency Clinic,False,6.77,4,1,0,0,11.56,15.47,25.63
2026-04-08 03:00:00,15,Continuous_24_7,Central Emergency Clinic,False,12.58,5,4,3,3,14.12,17.29,19.14
2026-04-08 04:00:00,8,Continuous_24_7,Central Emergency Clinic,False,9.43,3,0,4,1,13.09,10.4,17.6
2026-04-08 05:00:00,12,Continuous_24_7,Central Emergency Clinic,False,5.16,6,1,4,1,12.72,15.64,21.22
2026-04-08 06:00:00,13,Continuous_24_7,Central Emergency Clinic,False,8.4,7,2,2,2,10.55,13.94,21.02
2026-04-08 07:00:00,11,Continuous_24_7,Central Emergency Clinic,False,12.55,6,3,2,0,13.73,14.58,20.98
2026-04-08 08:00:00,5,Continuous_24_7,Central Emergency Clinic,False,10.32,5,0,0,0,12.71,12.87,21.34
2026-04-08 09:00:00,7,Continuous_24_7,Central Emergency Clinic,False,9.44,0,4,0,3,12.29,13.58,22.46
2026-04-08 10:00:00,17,Continuous_24_7,Central Emergency Clinic,False,11.69,8,4,3,2,12.88,13.35,19.38
2026-04-08 11:00:00,14,Continuous_24_7,Central Emergency Clinic,False,7.5,8,3,2,1,12.34,13.7,24.19
2026-04-08 12:00:00,5,Continuous_24_7,Central Emergency Clinic,False,11.56,3,1,0,1,13.0,16.49,22.41
2026-04-08 13:00:00,9,Continuous_24_7,Central Emergency Clinic,False,10.97,3,4,2,0,8.72,15.59,26.88
2026-04-08 14:00:00,12,Continuous_24_7,Central Emergency Clinic,False,6.78,4,4,3,1,11.78,12.99,18.95
2026-04-08 15:00:00,14,Continuous_24_7,Central Emergency Clinic,False,5.1,9,2,1,2,11.53,12.91,18.85
2026-04-08 16:00:00,13,Continuous_24_7,Central Emergency Clinic,False,7.45,5,4,1,3,9.93,13.53,24.16
2026-04-08 17:00:00,15,Continuous_24_7,Central Emergency Clinic,False,13.9,2,9,1,3,12.38,17.6,22.72
2026-04-08 18:00:00,15,Continuous_24_7,Central Emergency Clinic,False,11.49,7,2,2,4,11.59,16.34,22.88
2026-04-08 19:00:00,5,Continuous_24_7,Central Emergency Clinic,False,7.21,2,1,1,1,9.48,12.38,24.04
2026-04-08 20:00:00,16,Continuous_24_7,Central Emergency Clinic,False,7.46,8,7,1,0,12.36,16.15,23.59
2026-04-08 21:00:00,10,Continuous_24_7,Central Emergency Clinic,False,7.4,5,3,0,2,12.77,11.64,25.82
2026-04-08 22:00:00,10,Continuous_24_7,Central Emergency Clinic,False,6.24,3,5,2,0,10.02,12.78,22.92
2026-04-08 23:00:00,12,Continuous_24_7,Central Emergency Clinic,False,4.4,4,2,3,3,13.15,14.06,23.31
2026-04-09 00:00:00,8,Continuous_24_7,Central Emergency Clinic,False,10.34,3,3,2,0,13.33,16.08,21.62
2026-04-09 01:00:00,7,Continuous_24_7,Central Emergency Clinic,False,4.77,2,4,1,0,10.54,14.5,26.13
2026-04-09 02:00:00,10,Continuous_24_7,Central Emergency Clinic,False,8.8,4,2,2,2,10.09,8.85,15.52
2026-04-09 03:00:00,8,Continuous_24_7,Central Emergency Clinic,False,5.3,3,2,2,1,9.39,15.37,23.49
2026-04-09 04:00:00,10,Continuous_24_7,Central Emergency Clinic,False,8.25,4,2,3,1,11.07,13.28,18.03
2026-04-09 05:00:00,12,Continuous_24_7,Central Emergency Clinic,False,7.9,5,2,2,3,12.65,13.74,18.07
2026-04-09 06:00:00,10,Continuous_24_7,Central Emergency Clinic,False,13.16,5,2,2,1,11.39,13.89,25.3
2026-04-09 07:00:00,14,Continuous_24_7,Central Emergency Clinic,True,9.19,6,4,4,0,14.54,13.4,24.93
2026-04-09 08:00:00,6,Continuous_24_7,Central Emergency Clinic,False,5.49,3,0,3,0,10.97,16.83,24.95
2026-04-09 09:00:00,7,Continuous_24_7,Central Emergency Clinic,False,11.0,4,1,1,1,10.92,9.99,22.66
2026-04-09 10:00:00,7,Continuous_24_7,Central Emergency Clinic,True,9.49,2,2,1,2,9.82,12.21,20.08
2026-04-09 11:00:00,16,Continuous_24_7,Central Emergency Clinic,False,5.3,6,5,2,3,14.14,11.89,26.97
2026-04-09 12:00:00,16,Continuous_24_7,Central Emergency Clinic,True,11.38,6,5,1,4,10.41,16.63,21.56
2026-04-09 13:00:00,17,Continuous_24_7,Central Emergency Clinic,False,6.26,7,4,1,5,16.69,15.35,18.28
2026-04-09 14:00:00,11,Continuous_24_7,Central Emergency Clinic,False,13.48,3,2,3,3,13.63,13.22,29.72
2026-04-09 15:00:00,5,Continuous_24_7,Central Emergency Clinic,False,5.33,1,2,1,1,14.68,13.45,22.81
2026-04-09 16:00:00,8,Continuous_24_7,Central Emergency Clinic,False,6.45,3,3,1,1,8.09,15.17,22.89
2026-04-09 17:00:00,5,Continuous_24_7,Central Emergency Clinic,False,11.21,0,3,2,0,11.4,11.11,25.3
2026-04-09 18:00:00,9,Continuous_24_7,Central Emergency Clinic,False,11.72,2,4,1,2,10.35,14.55,21.13
2026-04-09 19:00:00,10,Continuous_24_7,Central Emergency Clinic,False,8.04,7,2,0,1,12.6,12.93,22.92
2026-04-09 20:00:00,6,Continuous_24_7,Central Emergency Clinic,False,7.34,2,3,1,0,12.26,17.07,18.36
2026-04-09 21:00:00,11,Continuous_24_7,Central Emergency Clinic,False,11.54,0,5,5,1,10.25,15.9,26.69
2026-04-09 22:00:00,10,Continuous_24_7,Central Emergency Clinic,False,12.11,5,3,1,1,13.05,14.58,25.31
2026-04-09 23:00:00,12,Continuous_24_7,Central Emergency Clinic,False,4.62,1,6,2,3,10.82,15.72,25.02
2026-04-10 00:00:00,8,Continuous_24_7,Central Emergency Clinic,False,7.32,6,2,0,0,13.49,16.25,26.67
2026-04-10 01:00:00,6,Continuous_24_7,Central Emergency Clinic,False,8.85,1,2,2,1,9.3,13.98,21.84
2026-04-10 02:00:00,9,Continuous_24_7,Central Emergency Clinic,False,4.07,2,3,1,3,12.6,12.37,24.94
2026-04-10 03:00:00,12,Continuous_24_7,Central Emergency Clinic,False,8.91,1,9,0,2,13.38,15.47,18.26
2026-04-10 04:00:00,10,Continuous_24_7,Central Emergency Clinic,False,11.82,1,2,5,2,12.81,14.72,20.37
2026-04-10 05:00:00,6,Continuous_24_7,Central Emergency Clinic,False,8.95,2,1,3,0,12.5,13.52,23.79
2026-04-10 06:00:00,7,Continuous_24_7,Central Emergency Clinic,False,5.09,4,1,1,1,15.68,13.21,15.05
2026-04-10 07:00:00,14,Continuous_24_7,Central Emergency Clinic,False,4.33,7,3,2,2,11.95,15.48,25.46
2026-04-10 08:00:00,9,Continuous_24_7,Central Emergency Clinic,False,4.3,3,4,0,2,13.12,15.13,20.95
2026-04-10 09:00:00,6,Continuous_24_7,Central Emergency Clinic,False,4.16,4,2,0,0,9.35,14.51,20.32
